,score,predictedscore,dif
0,7.875,6.01,1.8650000000000002
1,6.75,6.2,0.5499999999999998
2,6.75,6.01,0.7400000000000002
3,8.0,6.01,1.9900000000000002
4,8.75,6.1,2.6500000000000004
5,2.5,6.2,3.7
6,7.0,6.2,0.7999999999999998
7,7.0,6.2,0.7999999999999998
8,6.0,6.1,0.09999999999999964
9,7.0,6.01,0.9900000000000002
10,7.0,6.01,0.9900000000000002
11,6.125,6.1,0.025000000000000355
12,3.0,6.1,3.0999999999999996
13,7.0,6.1,0.9000000000000004
14,4.375,6.1,1.7249999999999996
15,5.25,6.01,0.7599999999999998
16,8.75,6.01,2.74
17,3.75,6.2,2.45
18,7.0,6.01,0.9900000000000002
19,6.125,6.1,0.025000000000000355
20,5.25,6.1,0.8499999999999996
21,7.0,6.01,0.9900000000000002
22,6.25,6.01,0.2400000000000002
23,7.875,6.01,1.8650000000000002
24,7.875,6.01,1.8650000000000002
25,5.25,6.1,0.8499999999999996
26,4.375,6.01,1.6349999999999998
27,8.0,6.1,1.9000000000000004
28,5.0,6.1,1.0999999999999996
29,5.25,6.1,0.8499999999999996
30,6.75,6.1,0.6500000000000004
31,6.125,6.1,0.025000000000000355
32,4.0,6.01,2.01
33,4.0,6.1,2.0999999999999996
34,7.0,6.01,0.9900000000000002
35,7.0,6.1,0.9000000000000004
36,9.0,6.1,2.9000000000000004
37,5.25,6.01,0.7599999999999998
38,9.0,6.01,2.99
39,7.0,6.2,0.7999999999999998
40,6.0,6.01,0.009999999999999787
41,7.0,6.1,0.9000000000000004
42,7.875,6.01,1.8650000000000002
43,5.25,6.1,0.8499999999999996
44,7.875,6.1,1.7750000000000004
45,6.125,6.1,0.025000000000000355
46,7.0,6.1,0.9000000000000004
47,7.875,6.2,1.6749999999999998
48,7.0,6.1,0.9000000000000004
49,8.0,6.1,1.9000000000000004
50,6.75,6.01,0.7400000000000002
51,8.0,6.1,1.9000000000000004
52,6.125,6.1,0.025000000000000355
53,7.0,6.2,0.7999999999999998
54,2.0,6.29,4.29
55,4.5,6.29,1.79
56,7.0,6.2,0.7999999999999998
57,5.0,6.1,1.0999999999999996
58,6.0,6.1,0.09999999999999964
59,7.0,6.1,0.9000000000000004
60,8.75,6.1,2.6500000000000004
61,7.0,6.1,0.9000000000000004
62,7.0,6.1,0.9000000000000004
63,9.0,6.1,2.9000000000000004
64,5.25,6.1,0.8499999999999996
65,3.75,6.1,2.3499999999999996
66,2.5,6.01,3.51
67,4.5,6.01,1.5099999999999998
68,5.0,6.01,1.0099999999999998
69,7.0,6.1,0.9000000000000004
70,7.875,6.01,1.8650000000000002
71,5.25,6.1,0.8499999999999996
72,5.625,6.01,0.3849999999999998
73,6.0,6.2,0.20000000000000018
74,9.0,6.1,2.9000000000000004
75,4.5,6.1,1.5999999999999996
76,6.0,6.01,0.009999999999999787
77,6.75,6.1,0.6500000000000004
78,7.0,6.01,0.9900000000000002
79,5.25,6.1,0.8499999999999996
80,5.0,6.2,1.2000000000000002
81,7.875,6.2,1.6749999999999998
82,7.875,6.1,1.7750000000000004
83,7.0,6.1,0.9000000000000004
84,7.0,6.1,0.9000000000000004
85,4.0,6.1,2.0999999999999996
86,7.0,6.1,0.9000000000000004
87,7.0,6.1,0.9000000000000004
88,5.25,6.1,0.8499999999999996
89,5.0,6.01,1.0099999999999998
90,4.375,6.1,1.7249999999999996
91,5.25,6.1,0.8499999999999996
92,6.25,6.01,0.2400000000000002
93,8.75,6.1,2.6500000000000004
94,3.75,6.1,2.3499999999999996
95,9.0,6.01,2.99
96,7.0,6.1,0.9000000000000004
97,8.0,6.1,1.9000000000000004
98,4.5,6.01,1.5099999999999998
99,7.0,6.1,0.9000000000000004
100,9.0,6.01,2.99
101,7.5,6.01,1.4900000000000002
102,5.625,6.01,0.3849999999999998
103,6.125,6.1,0.025000000000000355
104,6.125,6.1,0.025000000000000355
105,3.75,6.01,2.26
106,7.0,6.1,0.9000000000000004
107,5.25,6.1,0.8499999999999996
108,6.75,6.01,0.7400000000000002
109,8.0,6.1,1.9000000000000004
110,6.75,6.01,0.7400000000000002
111,8.0,6.1,1.9000000000000004
112,6.75,6.1,0.6500000000000004
113,8.0,6.01,1.9900000000000002
114,8.75,6.2,2.55
115,5.625,6.2,0.5750000000000002
116,6.0,6.1,0.09999999999999964
117,8.75,6.2,2.55
118,6.25,6.01,0.2400000000000002
119,7.0,6.1,0.9000000000000004
120,5.0,6.01,1.0099999999999998
121,7.875,6.01,1.8650000000000002
122,4.5,6.1,1.5999999999999996
123,7.0,6.2,0.7999999999999998
124,6.0,6.01,0.009999999999999787
125,4.375,6.01,1.6349999999999998
126,4.375,6.1,1.7249999999999996
127,6.125,6.01,0.11500000000000021
128,4.5,6.1,1.5999999999999996
129,7.0,6.1,0.9000000000000004
130,4.0,6.01,2.01
131,7.875,6.01,1.8650000000000002
132,5.625,6.2,0.5750000000000002
133,6.25,6.01,0.2400000000000002
134,7.875,6.01,1.8650000000000002
135,7.0,6.1,0.9000000000000004
136,7.0,6.1,0.9000000000000004
137,6.125,6.01,0.11500000000000021
138,3.5,6.1,2.5999999999999996
139,4.0,6.1,2.0999999999999996
140,5.0,6.1,1.0999999999999996
141,9.0,6.1,2.9000000000000004
142,7.0,6.2,0.7999999999999998
143,8.0,6.1,1.9000000000000004
144,5.0,6.01,1.0099999999999998
145,4.0,6.1,2.0999999999999996
146,4.375,6.1,1.7249999999999996
147,8.0,6.2,1.7999999999999998
148,7.0,6.01,0.9900000000000002
149,7.875,6.1,1.7750000000000004
