,score,predictedscore,dif
0,7.875,5.251484375,2.6235156249999996
1,6.75,5.813984375,0.9360156249999996
2,6.75,5.923359375,0.8266406249999996
3,8.0,5.157734375,2.8422656249999996
4,8.75,4.688984375,4.061015625
5,2.5,6.0044140625,3.5044140625000004
6,7.0,5.751484375,1.2485156249999996
7,7.0,5.384296875,1.6157031249999996
8,6.0,5.540546875,0.4594531249999996
9,7.0,4.985859375,2.0141406249999996
10,7.0,5.860859375,1.1391406249999996
11,6.125,5.454609375,0.6703906249999996
12,3.0,4.157734375,1.1577343750000004
13,7.0,4.657734375,2.3422656249999996
14,4.375,5.99171875,1.6167187500000004
15,5.25,6.0045361328125,0.7545361328125004
16,8.75,6.087421875,2.6625781249999996
17,3.75,5.220234375,1.4702343750000004
18,7.0,5.720234375,1.2797656249999996
19,6.125,6.001484375,0.12351562499999957
20,5.25,6.048359375,0.7983593750000004
21,7.0,5.774921875,1.2250781249999996
22,6.25,5.813984375,0.4360156249999996
23,7.875,5.001484375,2.8735156249999996
24,7.875,4.938984375,2.9360156249999996
25,5.25,5.579609375,0.3296093750000004
26,4.375,5.884296875,1.5092968750000004
27,8.0,5.407734375,2.5922656249999996
28,5.0,5.095234375,0.09523437500000043
29,5.25,5.235859375,0.014140624999999574
30,6.75,5.282734375,1.4672656249999996
31,6.125,4.173359375,1.9516406249999996
32,4.0,5.98,1.9800000000000004
33,4.0,5.126484375,1.1264843750000004
34,7.0,5.001484375,1.9985156249999996
35,7.0,5.032734375,1.9672656249999996
36,9.0,6.017109375,2.9828906249999996
37,5.25,5.282734375,0.032734375000000426
38,9.0,5.704609375,3.2953906249999996
39,7.0,5.665546875,1.3344531249999996
40,6.0,5.849140625,0.15085937499999957
41,7.0,5.884296875,1.1157031249999996
42,7.875,5.376484375,2.4985156249999996
43,5.25,5.993671875,0.7436718750000004
44,7.875,5.946796875,1.9282031249999996
45,6.125,4.173359375,1.9516406249999996
46,7.0,4.938984375,2.0610156249999996
47,7.875,5.032734375,2.8422656249999996
48,7.0,5.423359375,1.5766406249999996
49,8.0,5.267109375,2.7328906249999996
50,6.75,5.938984375,0.8110156249999996
51,8.0,5.032734375,2.9672656249999996
52,6.125,6.188984375,0.06398437500000043
53,7.0,4.720234375,2.2797656249999996
54,2.0,4.532734375,2.5327343750000004
55,4.5,4.188984375,0.3110156249999996
56,7.0,6.048359375,0.9516406249999996
57,5.0,5.235859375,0.23585937500000043
58,6.0,5.157734375,0.8422656249999996
59,7.0,6.271015625,0.7289843749999996
60,8.75,5.946796875,2.8032031249999996
61,7.0,5.298359375,1.7016406249999996
62,7.0,5.095234375,1.9047656249999996
63,9.0,5.735859375,3.2641406249999996
64,5.25,6.185078125,0.9350781250000004
65,3.75,4.063984375,0.3139843750000004
66,2.5,4.251484375,1.7514843750000004
67,4.5,5.423359375,0.9233593750000004
68,5.0,5.634296875,0.6342968750000004
69,7.0,5.9848828125,1.0151171874999996
70,7.875,5.376484375,2.4985156249999996
71,5.25,5.032734375,0.21726562499999957
72,5.625,5.97462890625,0.3496289062500004
73,6.0,5.673359375,0.3266406249999996
74,9.0,5.470234375,3.5297656249999996
75,4.5,6.103046875,1.6030468750000004
76,6.0,5.681171875,0.3188281249999996
77,6.75,5.048359375,1.7016406249999996
78,7.0,5.001484375,1.9985156249999996
79,5.25,5.563984375,0.3139843750000004
80,5.0,5.001484375,0.0014843750000004263
81,7.875,5.251484375,2.6235156249999996
82,7.875,5.829609375,2.0453906249999996
83,7.0,5.610859375,1.3891406249999996
84,7.0,5.970234375,1.0297656249999996
85,4.0,5.837421875,1.8374218750000004
86,7.0,4.407734375,2.5922656249999996
87,7.0,4.970234375,2.0297656249999996
88,5.25,5.532734375,0.2827343750000004
89,5.0,5.829609375,0.8296093750000004
90,4.375,5.485859375,1.1108593750000004
91,5.25,5.688984375,0.4389843750000004
92,6.25,4.845234375,1.4047656249999996
93,8.75,6.235859375,2.5141406249999996
94,3.75,5.837421875,2.0874218750000004
95,9.0,5.767109375,3.2328906249999996
