,latitude,longitude,price,categories,otherneigbours,own_category,vietnameseneigbours,sushineigbours,pubsneigbours,pizzaneigbours,kebabneigbours,italianneigbours,icecreamneigbours,hotdogsneigbours,germanneigbours,divebarsneigbours,cocktailbarsneigbours,cafesneigbours,burgersneigbours,barsneigbours,bakeriesneigbours,distanceToMitte
800,52.4863236003593,13.3212736984253,1.0,pizza,92,5,4,2,2,5,4,8,0,97,4,3,1,97,2,7,9,7346
801,52.4975601,13.295207300000001,2.0,japanese,133,1,1,3,1,2,0,15,1,134,10,5,3,134,0,18,3,8323
802,52.501459999999994,13.312520000000001,2.0,austrian,465,4,24,21,8,10,4,51,4,469,21,2,11,469,6,49,23,7070
803,52.4989671314555,13.311024223942,2.0,seafood,371,1,13,18,8,8,1,47,2,372,15,2,9,372,3,43,20,7268
804,52.4955,13.2987,1.0,cafes,147,16,4,3,3,5,0,17,1,163,9,7,8,163,0,23,5,8190
805,52.505141,13.293931,2.0,cafes,140,23,11,0,3,4,2,24,6,163,7,2,5,163,2,17,2,8141
806,52.505573499068205,13.3072734588764,1.0,turkish,513,7,27,15,4,15,6,58,10,520,19,3,10,520,8,50,22,7257
807,52.471339799999996,13.3330886,2.0,swabian,91,0,5,2,1,5,2,10,2,91,5,2,0,91,2,9,5,7868
808,52.508070999999994,13.314380599999998,1.0,organic_stores,324,4,18,7,2,6,6,38,8,328,15,3,4,328,7,24,14,6716
809,52.47205299304849,13.3355358218505,1.0,kebab,77,1,5,2,1,5,1,10,2,78,4,2,0,78,2,8,4,7699
810,52.50904,13.306970000000002,2.0,italian,309,40,25,5,4,9,6,40,9,349,13,3,4,349,9,22,12,7175
811,52.52093910000001,13.2998443,2.0,russian,48,0,1,1,3,0,0,2,2,48,4,0,0,48,0,1,0,7460
812,52.49794167545589,13.3117279037833,2.0,moroccan,349,1,10,18,8,8,1,42,3,350,15,2,9,350,3,36,21,7270
